"","Candidateidentifier","cycle","state","RaceID","pollster","startdate","samplesize","Poll","Percentage.of.Vote.won.x","year","Republican","Democrat","experienced","pvi","GenericBallotSept","daysLeft","poll_period","numberSupport","Incumbent","weightexperience","PercentageRaised","win"
"2935","2002NMDomenici",2002,"New Mexico",20023102,"Mason-Dixon Polling & Research Inc.","10/28/02",405,61,65.02689618,2002,1,0,1,-0.233606744,51.19860409,-8,2,247,1,4,88.43279576,1
"2936","2002NMDomenici",2002,"New Mexico",20023102,"Research & Polling Inc.","10/28/02",905,65,65.02689618,2002,1,0,1,-0.233606744,51.19860409,-8,2,588,1,4,88.43279576,1
"2937","2002NMTristani",2002,"New Mexico",20023102,"Mason-Dixon Polling & Research Inc.","10/28/02",405,28,34.97310382,2002,0,1,0,-0.233606744,51.19860409,-8,2,113,-1,1,11.56720424,0
"2938","2002NMTristani",2002,"New Mexico",20023102,"Research & Polling Inc.","10/28/02",905,27,34.97310382,2002,0,1,0,-0.233606744,51.19860409,-8,2,244,-1,1,11.56720424,0
"2939","2002OKInhofe",2002,"Oklahoma",20023600,"Cole Hargrave Snodgrass & Associates","9/18/02",500,55,57.30216491,2002,1,0,1,-11.34453806,51.19860409,-48,6,275,1,4,50.53673472,1
"2940","2002OKInhofe",2002,"Oklahoma",20023600,"Consumer Logic","6/24/02",600,45,57.30216491,2002,1,0,1,-11.34453806,51.19860409,-134,8,270,1,4,50.53673472,1
"2941","2002OKInhofe",2002,"Oklahoma",20023600,"Consumer Logic","12/18/01",752,44,57.30216491,2002,1,0,1,-11.34453806,51.19860409,-322,10,330,1,4,50.53673472,1
"2942","2002OKWalters",2002,"Oklahoma",20023600,"Cole Hargrave Snodgrass & Associates","9/18/02",500,31,36.30992592,2002,0,1,1,-11.34453806,51.19860409,-48,6,155,-1,4,49.46326528,0
"2943","2002OKWalters",2002,"Oklahoma",20023600,"Consumer Logic","6/24/02",600,38,36.30992592,2002,0,1,1,-11.34453806,51.19860409,-134,8,228,-1,4,49.46326528,0
"2944","2002OKWalters",2002,"Oklahoma",20023600,"Consumer Logic","12/18/01",752,36,36.30992592,2002,0,1,1,-11.34453806,51.19860409,-322,10,270,-1,4,49.46326528,0
"2945","2002ORBradbury",2002,"Oregon",20023700,"Mellman Group","3/2/02",600,36,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-248,10,216,-1,3,35.74676718,0
"2946","2002ORBradbury",2002,"Oregon",20023700,"Riley Research Associates","5/14/02",600,33,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-175,9,198,-1,3,35.74676718,0
"2947","2002ORBradbury",2002,"Oregon",20023700,"Davis, Hibbitts & Midghall Inc.","10/2/02",600,34,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-34,5,204,-1,3,35.74676718,0
"2948","2002ORBradbury",2002,"Oregon",20023700,"Grove Insight","11/14/01",600,37,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-356,10,222,-1,3,35.74676718,0
"2949","2002ORBradbury",2002,"Oregon",20023700,"Riley Research Associates","9/23/02",600,30,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-43,6,180,-1,3,35.74676718,0
"2950","2002ORBradbury",2002,"Oregon",20023700,"Research 2000","10/26/02",802,40,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-10,2,320,-1,3,35.74676718,0
"2951","2002ORBradbury",2002,"Oregon",20023700,"Riley Research Associates","10/14/02",600,34,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-22,4,204,-1,3,35.74676718,0
"2952","2002ORBradbury",2002,"Oregon",20023700,"Grove Insight","8/15/02",600,41,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-82,7,245,-1,3,35.74676718,0
"2953","2002ORBradbury",2002,"Oregon",20023700,"Riley Research Associates","10/23/02",604,34,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-13,3,205,-1,3,35.74676718,0
"2954","2002ORBradbury",2002,"Oregon",20023700,"Davis, Hibbitts & Midghall Inc.","10/25/02",608,36,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-11,2,218,-1,3,35.74676718,0
"2955","2002ORSmith",2002,"Oregon",20023700,"Mellman Group","3/2/02",600,45,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-248,10,270,1,4,64.25323282,1
"2956","2002ORSmith",2002,"Oregon",20023700,"Riley Research Associates","10/14/02",600,52,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-22,4,312,1,4,64.25323282,1
"2957","2002ORSmith",2002,"Oregon",20023700,"Davis, Hibbitts & Midghall Inc.","10/2/02",600,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-34,5,330,1,4,64.25323282,1
"2958","2002ORSmith",2002,"Oregon",20023700,"Riley Research Associates","10/23/02",604,56,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-13,3,338,1,4,64.25323282,1
"2959","2002ORSmith",2002,"Oregon",20023700,"Grove Insight","8/15/02",600,45,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-82,7,270,1,4,64.25323282,1
"2960","2002ORSmith",2002,"Oregon",20023700,"Davis, Hibbitts & Midghall Inc.","10/25/02",608,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-11,2,334,1,4,64.25323282,1
"2961","2002ORSmith",2002,"Oregon",20023700,"Research 2000","10/26/02",802,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-10,2,441,1,4,64.25323282,1
"2962","2002ORSmith",2002,"Oregon",20023700,"Grove Insight","11/14/01",600,44,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-356,10,264,1,4,64.25323282,1
"2963","2002ORSmith",2002,"Oregon",20023700,"Riley Research Associates","9/23/02",600,53,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-43,6,318,1,4,64.25323282,1
"2964","2002ORSmith",2002,"Oregon",20023700,"Riley Research Associates","5/14/02",600,49,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-175,9,294,1,4,64.25323282,1
"2965","2002RIReed",2002,"Rhode Island",20023902,"Fleming & Associates","9/12/02",405,73,78.35599361,2002,0,1,1,15.38630283,51.19860409,-54,6,295,1,4,100,1
"2966","2002RIReed",2002,"Rhode Island",20023902,"Brown University","10/19/02",418,61,78.35599361,2002,0,1,1,15.38630283,51.19860409,-17,3,254,1,4,100,1
"2967","2002RITingle",2002,"Rhode Island",20023902,"Fleming & Associates","9/12/02",405,14,21.56408342,2002,1,0,0,15.38630283,51.19860409,-54,6,56,-1,1,0,0
"2968","2002RITingle",2002,"Rhode Island",20023902,"Brown University","10/19/02",418,14,21.56408342,2002,1,0,0,15.38630283,51.19860409,-17,3,58,-1,1,0,0
"2969","2002SCGraham",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","5/14/02",600,45,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-175,9,270,0,3,59.84002189,1
"2970","2002SCGraham",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","9/18/02",600,46,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-48,6,276,0,3,59.84002189,1
"2971","2002SCGraham",2002,"South Carolina",20024000,"Zogby Interactive/JZ Analytics","10/8/02",500,47,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-28,4,235,0,3,59.84002189,1
"2972","2002SCGraham",2002,"South Carolina",20024000,"North Star Opinion Research/Ayres, McHenry & Associates","2/4/02",600,51,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-274,10,306,0,3,59.84002189,1
"2973","2002SCGraham",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","3/14/02",600,49,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-236,10,294,0,3,59.84002189,1
"2974","2002SCGraham",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","6/14/02",625,52,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-144,9,325,0,3,59.84002189,1
"2975","2002SCGraham",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","10/28/02",625,53,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-8,2,331,0,3,59.84002189,1
"2976","2002SCGraham",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","10/14/02",625,51,54.40057011,2002,1,0,1,-8.408990723,51.19860409,-22,4,318,0,3,59.84002189,1
"2977","2002SCSanders",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","3/14/02",600,29,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-236,10,174,0,1,40.15997811,0
"2978","2002SCSanders",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","9/18/02",600,38,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-48,6,228,0,1,40.15997811,0
"2979","2002SCSanders",2002,"South Carolina",20024000,"North Star Opinion Research/Ayres, McHenry & Associates","2/4/02",600,26,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-274,10,156,0,1,40.15997811,0
"2980","2002SCSanders",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","6/14/02",625,36,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-144,9,225,0,1,40.15997811,0
"2981","2002SCSanders",2002,"South Carolina",20024000,"Zogby Interactive/JZ Analytics","10/8/02",500,35,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-28,4,175,0,1,40.15997811,0
"2982","2002SCSanders",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","10/28/02",625,36,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-8,2,225,0,1,40.15997811,0
"2983","2002SCSanders",2002,"South Carolina",20024000,"Mason-Dixon Polling & Research Inc.","10/14/02",625,34,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-22,4,212,0,1,40.15997811,0
"2984","2002SCSanders",2002,"South Carolina",20024000,"Garin-Hart-Yang Research Group","5/14/02",600,33,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-175,9,198,0,1,40.15997811,0
"2985","2002SDJohnson",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","10/31/02",500,48,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-5,1,240,1,4,48.30691895,0
"2986","2002SDJohnson",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","9/16/02",500,46,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-50,6,230,1,4,48.30691895,0
"2987","2002SDJohnson",2002,"South Dakota",20024100,"Anderson Group","7/17/02",400,43,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-111,8,172,1,4,48.30691895,0
"2988","2002SDJohnson",2002,"South Dakota",20024100,"Public Opinion Strategies","10/23/02",500,45,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-13,3,225,1,4,48.30691895,0
"2989","2002SDJohnson",2002,"South Dakota",20024100,"Greenberg Quinlan Rosner (Democracy Corps)","10/22/02",553,46,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-14,3,254,1,4,48.30691895,0
"2990","2002SDJohnson",2002,"South Dakota",20024100,"Mason-Dixon Polling & Research Inc.","9/16/02",805,44,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-50,6,354,1,4,48.30691895,0
"2991","2002SDJohnson",2002,"South Dakota",20024100,"Gallup","10/30/02",685,45,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-6,1,308,1,4,48.30691895,0
"2992","2002SDJohnson",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","10/9/02",500,43,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-27,4,215,1,4,48.30691895,0
"2993","2002SDJohnson",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","4/28/02",600,42,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-191,9,252,1,4,48.30691895,0
"2994","2002SDJohnson",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","10/17/02",600,45,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-19,4,270,1,4,48.30691895,0
"2995","2002SDJohnson",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","11/3/02",500,44,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-2,1,220,1,4,48.30691895,0
"2996","2002SDJohnson",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","10/1/02",600,43,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-35,5,258,1,4,48.30691895,0
"2997","2002SDJohnson",2002,"South Dakota",20024100,"Public Opinion Strategies","10/27/02",500,45,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-9,2,225,1,4,48.30691895,0
"2998","2002SDJohnson",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","8/14/02",600,40,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-83,7,240,1,4,48.30691895,0
"2999","2002SDJohnson",2002,"South Dakota",20024100,"Mason-Dixon Polling & Research Inc.","10/25/02",805,47,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-11,2,378,1,4,48.30691895,0
"3000","2002SDThune",2002,"South Dakota",20024100,"Greenberg Quinlan Rosner (Democracy Corps)","10/22/02",553,44,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-14,3,243,-1,3,51.69308105,0
"3001","2002SDThune",2002,"South Dakota",20024100,"Mason-Dixon Polling & Research Inc.","9/16/02",805,43,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-50,6,346,-1,3,51.69308105,0
"3002","2002SDThune",2002,"South Dakota",20024100,"Public Opinion Strategies","10/23/02",500,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-13,3,240,-1,3,51.69308105,0
"3003","2002SDThune",2002,"South Dakota",20024100,"Anderson Group","7/17/02",400,45,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-111,8,180,-1,3,51.69308105,0
"3004","2002SDThune",2002,"South Dakota",20024100,"Mason-Dixon Polling & Research Inc.","10/25/02",805,45,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-11,2,362,-1,3,51.69308105,0
"3005","2002SDThune",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","10/31/02",500,44,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-5,1,220,-1,3,51.69308105,0
"3006","2002SDThune",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","10/1/02",600,40,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-35,5,240,-1,3,51.69308105,0
"3007","2002SDThune",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","4/28/02",600,46,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-191,9,276,-1,3,51.69308105,0
"3008","2002SDThune",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","10/9/02",500,45,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-27,4,225,-1,3,51.69308105,0
"3009","2002SDThune",2002,"South Dakota",20024100,"Public Opinion Strategies","10/27/02",500,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-9,2,240,-1,3,51.69308105,0
"3010","2002SDThune",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","9/16/02",500,43,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-50,6,215,-1,3,51.69308105,0
"3011","2002SDThune",2002,"South Dakota",20024100,"Zogby Interactive/JZ Analytics","11/3/02",500,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-2,1,240,-1,3,51.69308105,0
"3012","2002SDThune",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","8/14/02",600,40,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-83,7,240,-1,3,51.69308105,0
"3013","2002SDThune",2002,"South Dakota",20024100,"Jim Meader (KELOLAND-TV)","10/17/02",600,42,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-19,4,252,-1,3,51.69308105,0
"3014","2002SDThune",2002,"South Dakota",20024100,"Gallup","10/30/02",685,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-6,1,328,-1,3,51.69308105,0
"3015","2002TNAlexander",2002,"Tennessee",20024202,"Voter/Consumer Research","7/30/02",600,51,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-98,8,306,0,4,72.0113095,1
"3016","2002TNAlexander",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","9/30/02",600,52,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-36,5,312,0,4,72.0113095,1
"3017","2002TNAlexander",2002,"Tennessee",20024202,"Mellman Group","4/14/02",600,50,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-205,9,300,0,4,72.0113095,1
"3018","2002TNAlexander",2002,"Tennessee",20024202,"Mellman Group","8/14/02",600,52,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-83,7,312,0,4,72.0113095,1
"3019","2002TNAlexander",2002,"Tennessee",20024202,"Mellman Group","10/17/02",600,50,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-19,4,300,0,4,72.0113095,1
"3020","2002TNAlexander",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","9/17/02",625,54,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-49,6,337,0,4,72.0113095,1
"3021","2002TNAlexander",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","6/28/02",625,48,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-130,8,300,0,4,72.0113095,1
"3022","2002TNAlexander",2002,"Tennessee",20024202,"University of Tennessee","10/7/02",504,45,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-29,5,226,0,4,72.0113095,1
"3023","2002TNAlexander",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","8/14/02",600,53,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-83,7,318,0,4,72.0113095,1
"3024","2002TNAlexander",2002,"Tennessee",20024202,"Ethridge & Associates LLC","10/18/02",819,45,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-18,3,368,0,4,72.0113095,1
"3025","2002TNAlexander",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","3/14/02",600,55,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-236,10,330,0,4,72.0113095,1
"3026","2002TNAlexander",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","10/21/02",625,50,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-15,3,312,0,4,72.0113095,1
"3027","2002TNAlexander",2002,"Tennessee",20024202,"Zogby Interactive/JZ Analytics","9/16/02",500,45,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-50,6,225,0,4,72.0113095,1
"3028","2002TNAlexander",2002,"Tennessee",20024202,"Mellman Group","9/30/02",600,50,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-36,5,300,0,4,72.0113095,1
"3029","2002TNAlexander",2002,"Tennessee",20024202,"Garin-Hart-Yang Research Group","9/8/02",600,49,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-58,7,294,0,4,72.0113095,1
"3030","2002TNAlexander",2002,"Tennessee",20024202,"Zogby Interactive/JZ Analytics","10/7/02",500,49,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-29,5,245,0,4,72.0113095,1
"3031","2002TNClement",2002,"Tennessee",20024202,"Ethridge & Associates LLC","10/18/02",819,36,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-18,3,294,0,3,27.9886905,0
"3032","2002TNClement",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","10/21/02",625,40,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-15,3,250,0,3,27.9886905,0
"3033","2002TNClement",2002,"Tennessee",20024202,"Garin-Hart-Yang Research Group","9/8/02",600,42,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-58,7,252,0,3,27.9886905,0
"3034","2002TNClement",2002,"Tennessee",20024202,"Mellman Group","10/17/02",600,44,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-19,4,264,0,3,27.9886905,0
"3035","2002TNClement",2002,"Tennessee",20024202,"Zogby Interactive/JZ Analytics","10/7/02",500,36,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-29,5,180,0,3,27.9886905,0
"3036","2002TNClement",2002,"Tennessee",20024202,"Mellman Group","9/30/02",600,43,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-36,5,258,0,3,27.9886905,0
"3037","2002TNClement",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","9/17/02",625,35,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-49,6,218,0,3,27.9886905,0
"3038","2002TNClement",2002,"Tennessee",20024202,"University of Tennessee","10/7/02",504,33,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-29,5,166,0,3,27.9886905,0
"3039","2002TNClement",2002,"Tennessee",20024202,"Mellman Group","8/14/02",600,40,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-83,7,240,0,3,27.9886905,0
"3040","2002TNClement",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","9/30/02",600,33,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-36,5,198,0,3,27.9886905,0
"3041","2002TNClement",2002,"Tennessee",20024202,"Mellman Group","4/14/02",600,29,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-205,9,174,0,3,27.9886905,0
"3042","2002TNClement",2002,"Tennessee",20024202,"Voter/Consumer Research","7/30/02",600,38,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-98,8,228,0,3,27.9886905,0
"3043","2002TNClement",2002,"Tennessee",20024202,"Mason-Dixon Polling & Research Inc.","6/28/02",625,37,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-130,8,231,0,3,27.9886905,0
"3044","2002TNClement",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","8/14/02",600,39,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-83,7,234,0,3,27.9886905,0
"3045","2002TNClement",2002,"Tennessee",20024202,"Zogby Interactive/JZ Analytics","9/16/02",500,37,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-50,6,185,0,3,27.9886905,0
"3046","2002TNClement",2002,"Tennessee",20024202,"North Star Opinion Research/Ayres, McHenry & Associates","3/14/02",600,33,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-236,10,198,0,3,27.9886905,0
"3047","2002TXCornyn",2002,"Texas",20024302,"Normington, Petts & Associates","6/9/02",800,42,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-149,9,336,0,3,50.74575675,1
"3048","2002TXCornyn",2002,"Texas",20024302,"Fairbank, Maslin, Maullin, Metz & Associates","10/16/02",900,41,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-20,4,369,0,3,50.74575675,1
"3049","2002TXCornyn",2002,"Texas",20024302,"American Viewpoint","7/29/02",600,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-99,8,276,0,3,50.74575675,1
"3050","2002TXCornyn",2002,"Texas",20024302,"Scripps Howard","10/7/02",795,44,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-29,5,349,0,3,50.74575675,1
"3051","2002TXCornyn",2002,"Texas",20024302,"Normington, Petts & Associates","10/16/02",600,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-20,4,276,0,3,50.74575675,1
"3052","2002TXCornyn",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","10/31/02",600,44,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-5,1,264,0,3,50.74575675,1
"3053","2002TXCornyn",2002,"Texas",20024302,"Anzalone","8/26/02",600,45,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-71,7,270,0,3,50.74575675,1
"3054","2002TXCornyn",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","9/17/02",600,42,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-49,6,252,0,3,50.74575675,1
"3055","2002TXCornyn",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","9/30/02",550,56,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-36,5,308,0,3,50.74575675,1
"3056","2002TXCornyn",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","10/15/02",550,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-21,4,253,0,3,50.74575675,1
"3057","2002TXCornyn",2002,"Texas",20024302,"Fairbank, Maslin, Maullin, Metz & Associates","9/22/02",900,35,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-44,6,315,0,3,50.74575675,1
"3058","2002TXCornyn",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","10/21/02",550,43,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-15,3,236,0,3,50.74575675,1
"3059","2002TXCornyn",2002,"Texas",20024302,"Blum & Weprin Associates","10/29/02",1002,50,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-7,1,501,0,3,50.74575675,1
"3060","2002TXCornyn",2002,"Texas",20024302,"Fairbank, Maslin, Maullin, Metz & Associates","9/3/02",900,33,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-63,7,297,0,3,50.74575675,1
"3061","2002TXCornyn",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","10/9/02",600,45,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-27,4,270,0,3,50.74575675,1
"3062","2002TXCornyn",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","11/3/02",602,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-2,1,276,0,3,50.74575675,1
"3063","2002TXCornyn",2002,"Texas",20024302,"University of Houston","6/20/02",739,28,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-138,8,206,0,3,50.74575675,1
"3064","2002TXCornyn",2002,"Texas",20024302,"Rice University","10/23/02",656,45,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-13,3,295,0,3,50.74575675,1
"3065","2002TXCornyn",2002,"Texas",20024302,"Anzalone","6/14/02",600,39,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-144,9,234,0,3,50.74575675,1
"3066","2002TXCornyn",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","10/8/02",550,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-28,4,253,0,3,50.74575675,1
"3067","2002TXCornyn",2002,"Texas",20024302,"Montgomery & Associates","7/31/02",1152,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-97,8,529,0,3,50.74575675,1
"3068","2002TXKirk",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","10/9/02",600,37,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-27,4,222,0,3,49.25424325,0
"3069","2002TXKirk",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","10/21/02",550,40,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-15,3,220,0,3,49.25424325,0
"3070","2002TXKirk",2002,"Texas",20024302,"Fairbank, Maslin, Maullin, Metz & Associates","9/22/02",900,39,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-44,6,351,0,3,49.25424325,0
"3071","2002TXKirk",2002,"Texas",20024302,"Frank N. Magid Associates Inc.","9/30/02",550,30,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-36,5,165,0,3,49.25424325,0
"3072","2002TXKirk",2002,"Texas",20024302,"Normington, Petts & Associates","10/16/02",600,44,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-20,4,264,0,3,49.25424325,0
"3073","2002TXKirk",2002,"Texas",20024302,"Montgomery & Associates","7/31/02",1152,46,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-97,8,529,0,3,49.25424325,0
"3074","2002TXKirk",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","11/3/02",602,42,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-2,1,252,0,3,49.25424325,0
"3075","2002TXKirk",2002,"Texas",20024302,"Zogby Interactive/JZ Analytics","9/17/02",600,30,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-49,6,180,0,3,49.25424325,0
