cycle,state,Candidateidentifier,RaceID,pollster,startdate,samplesize,Poll,Percentage.of.Vote.won.x,year,Republican,Democrat,experienced,pvi,GenericBallotSept,daysLeft,poll_period,numberSupport
2002,New Jersey,2002NJLautenberg,20023002,Fairleigh Dickinson University (PublicMind),10/28/02,921,47,53.87630621,2002,0,1,1,7.949128407,51.19860409,-8,2,432
2002,Arkansas,2002ARPryor,20020400,Tarrance Group,6/23/02,600,43,53.89652955,2002,0,1,1,-3.069298552,51.19860409,-135,8,258
2002,Texas,2002TXKirk,20024302,Zogby Interactive/JZ Analytics,11/3/02,602,42,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-2,1,252
2002,Alabama,2002ALSessions,20020100,Birmingham News,2/4/02,500,55,58.57705301,2002,1,0,1,-7.85212658,51.19860409,-274,10,275
2002,Montana,2002MTTaylor,20022602,Mason-Dixon Polling & Research Inc.,10/23/02,625,28,31.73024803,2002,1,0,1,-13.92506578,51.19860409,-13,3,175
2002,Maine,2002MEPingree,20021902,Lake Research Partners,3/14/02,400,20,41.56435247,2002,0,1,1,2.485978324,51.19860409,-236,10,80
2002,Texas,2002TXKirk,20024302,University of Houston,6/20/02,739,36,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-138,8,266
2002,Colorado,2002COAllard,20020600,Ciruli Associates,10/9/02,500,41,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-27,4,205
2002,Oregon,2002ORBradbury,20023700,"Davis, Hibbitts & Midghall Inc.",10/2/02,600,34,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-34,5,204
2002,Arkansas,2002ARHutchinson,20020400,Tarrance Group,6/23/02,600,51,46.10347045,2002,1,0,1,-3.069298552,51.19860409,-135,8,306
2002,New Hampshire,2002NHShaheen,20022900,Greenberg Quinlan Rosner (Democracy Corps),9/18/02,500,43,46.40164604,2002,0,1,1,-0.934272052,51.19860409,-48,6,215
2002,Maine,2002MEPingree,20021902,SMS Research & Marketing Services Inc.,5/10/02,400,21,41.56435247,2002,0,1,1,2.485978324,51.19860409,-179,9,84
2002,South Dakota,2002SDThune,20024100,Gallup,10/30/02,685,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-6,1,328
2002,Oregon,2002ORSmith,20023700,Riley Research Associates,10/23/02,604,56,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-13,3,338
2002,Illinois,2002ILDurbin,20021300,Zogby Interactive/JZ Analytics,10/30/02,802,55,60.33426722,2002,0,1,1,5.919465017,51.19860409,-6,1,441
2002,Illinois,2002ILDurbin,20021300,Mason-Dixon Polling & Research Inc.,9/14/02,621,57,60.33426722,2002,0,1,1,5.919465017,51.19860409,-52,6,353
2002,Missouri,2002MOCarnahan,20022500,Research 2000,7/14/02,600,48,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-114,8,288
2002,Georgia,2002GACleland,20021000,Mason-Dixon Polling & Research Inc.,10/16/02,625,47,45.89585372,2002,0,1,1,-6.250598147,51.19860409,-20,4,293
2002,Colorado,2002COAllard,20020600,Hill Research Consultants,8/25/02,608,46,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-72,7,279
2002,Arkansas,2002ARHutchinson,20020400,Zogby Interactive/JZ Analytics,11/2/02,507,41,46.10347045,2002,1,0,1,-3.069298552,51.19860409,-3,1,207
2002,Missouri,2002MOCarnahan,20022500,American Viewpoint,4/14/02,600,44,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-205,9,264
2002,Tennessee,2002TNClement,20024202,Mellman Group,8/14/02,600,40,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-83,7,240
2002,Maine,2002MEPingree,20021902,Moore Information,7/21/02,500,28,41.56435247,2002,0,1,1,2.485978324,51.19860409,-107,8,140
2002,Colorado,2002COAllard,20020600,Talmey-Drake Research & Strategy Inc.,10/24/02,500,39,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-12,2,195
2002,New Hampshire,2002NHShaheen,20022900,American Research Group,10/28/02,600,46,46.40164604,2002,0,1,1,-0.934272052,51.19860409,-8,2,276
2002,Tennessee,2002TNClement,20024202,Garin-Hart-Yang Research Group,9/8/02,600,42,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-58,7,252
2002,Colorado,2002COAllard,20020600,Ciruli Associates,10/29/02,400,41,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-7,1,164
2002,Texas,2002TXCornyn,20024302,Scripps Howard,10/7/02,795,44,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-29,5,349
2002,Maine,2002MEPingree,20021902,SMS Research & Marketing Services Inc.,9/17/02,500,31,41.56435247,2002,0,1,1,2.485978324,51.19860409,-49,6,155
2002,New Jersey,2002NJForrester,20023002,Monmouth University,10/30/02,611,37,43.94761157,2002,1,0,0,7.949128407,51.19860409,-6,1,226
2002,New Jersey,2002NJForrester,20023002,Rutgers University,9/19/02,547,47,43.94761157,2002,1,0,0,7.949128407,51.19860409,-47,6,257
2002,South Dakota,2002SDThune,20024100,Jim Meader (KELOLAND-TV),10/1/02,600,40,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-35,5,240
2002,North Carolina,2002NCBowles,20023300,Zogby Interactive/JZ Analytics,10/31/02,525,42,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-5,1,220
2002,New Jersey,2002NJForrester,20023002,Research 2000,10/3/02,601,40,43.94761157,2002,1,0,0,7.949128407,51.19860409,-33,5,240
2002,Georgia,2002GACleland,20021000,Hamilton Campaigns,10/7/02,800,52,45.89585372,2002,0,1,1,-6.250598147,51.19860409,-29,5,416
2002,Illinois,2002ILDurkin,20021300,Illinois Wesleyan University,10/20/02,497,33,38.02006452,2002,1,0,1,5.919465017,51.19860409,-16,3,164
2002,North Carolina,2002NCDole,20023300,Hickman Analytics,9/15/02,551,52,53.56358001,2002,1,0,0,-6.729713862,51.19860409,-51,6,286
2002,Arkansas,2002ARPryor,20020400,Zogby Interactive/JZ Analytics,11/2/02,507,53,53.89652955,2002,0,1,1,-3.069298552,51.19860409,-3,1,268
2002,Colorado,2002COStrickland,20020600,Ciruli Associates,1/14/02,500,35,45.76924218,2002,0,1,0,-4.752802791,51.19860409,-295,10,175
2002,Colorado,2002COAllard,20020600,Talmey-Drake Research & Strategy Inc.,10/28/02,500,39,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-8,2,195
2002,Texas,2002TXCornyn,20024302,Blum & Weprin Associates,10/29/02,1002,50,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-7,1,501
2002,Tennessee,2002TNClement,20024202,Zogby Interactive/JZ Analytics,10/7/02,500,36,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-29,5,180
2002,Montana,2002MTBaucus,20022602,Mason-Dixon Polling & Research Inc.,12/14/01,625,53,62.735004,2002,0,1,1,-13.92506578,51.19860409,-326,10,331
2002,Iowa,2002IAGanske,20021500,Research 2000,5/14/02,600,38,43.77899958,2002,1,0,1,-0.099577479,51.19860409,-175,9,228
2002,Tennessee,2002TNClement,20024202,"North Star Opinion Research/Ayres, McHenry & Associates",9/30/02,600,33,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-36,5,198
2002,Missouri,2002MOCarnahan,20022500,Research 2000,10/14/02,600,46,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-22,4,276
2002,Texas,2002TXCornyn,20024302,Rice University,10/23/02,656,45,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-13,3,295
2002,New Hampshire,2002NHSununu,20022900,Franklin Pierce University,10/27/02,933,40,50.8188802,2002,1,0,1,-0.934272052,51.19860409,-9,2,373
2002,Illinois,2002ILDurkin,20021300,Mason-Dixon Polling & Research Inc.,10/21/02,625,32,38.02006452,2002,1,0,1,5.919465017,51.19860409,-15,3,200
2002,Maine,2002MECollins,20021902,Lake Research Partners,5/15/02,400,45,58.43564753,2002,1,0,1,2.485978324,51.19860409,-174,9,180
2002,Michigan,2002MILevin,20022202,EPIC-MRA,10/30/02,500,61,60.60850283,2002,0,1,1,2.373126935,51.19860409,-6,1,305
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,10/30/02,600,46,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-6,1,276
2002,Tennessee,2002TNAlexander,20024202,Mellman Group,8/14/02,600,52,54.27475659,2002,1,0,1,-2.230799131,51.19860409,-83,7,312
2002,South Carolina,2002SCSanders,20024000,"North Star Opinion Research/Ayres, McHenry & Associates",2/4/02,600,26,44.18694263,2002,0,1,0,-8.408990723,51.19860409,-274,10,156
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,9/17/02,600,48,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-49,6,288
2002,Missouri,2002MOCarnahan,20022500,Research 2000,10/28/02,600,46,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-8,2,276
2002,South Dakota,2002SDThune,20024100,Greenberg Quinlan Rosner (Democracy Corps),10/22/02,553,44,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-14,3,243
2002,North Carolina,2002NCBowles,20023300,Hickman Analytics,9/15/02,551,41,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-51,6,225
2002,North Carolina,2002NCBowles,20023300,Zogby Interactive/JZ Analytics,11/2/02,525,39,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-3,1,204
2002,Oregon,2002ORSmith,20023700,Grove Insight,8/15/02,600,45,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-82,7,270
2002,Maine,2002MECollins,20021902,Lake Research Partners,3/14/02,400,56,58.43564753,2002,1,0,1,2.485978324,51.19860409,-236,10,224
2002,South Dakota,2002SDJohnson,20024100,Zogby Interactive/JZ Analytics,9/16/02,500,46,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-50,6,230
2002,Montana,2002MTTaylor,20022602,Mason-Dixon Polling & Research Inc.,9/24/02,625,35,31.73024803,2002,1,0,1,-13.92506578,51.19860409,-42,5,218
2002,South Dakota,2002SDThune,20024100,Zogby Interactive/JZ Analytics,9/16/02,500,43,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-50,6,215
2002,New Hampshire,2002NHShaheen,20022900,Research 2000,10/29/02,600,47,46.40164604,2002,0,1,1,-0.934272052,51.19860409,-7,1,282
2002,Oregon,2002ORSmith,20023700,Grove Insight,11/14/01,600,44,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-356,10,264
2002,Missouri,2002MOCarnahan,20022500,American Viewpoint,1/14/02,600,45,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-295,10,270
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,11/3/02,600,43,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-2,1,258
2002,Texas,2002TXKirk,20024302,Frank N. Magid Associates Inc.,10/15/02,550,36,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-21,4,198
2002,Arkansas,2002ARPryor,20020400,Tarrance Group,2/14/02,600,41,53.89652955,2002,0,1,1,-3.069298552,51.19860409,-264,10,245
2002,North Carolina,2002NCBowles,20023300,Mason-Dixon Polling & Research Inc.,10/28/02,625,42,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-8,2,262
2002,Montana,2002MTBaucus,20022602,Mason-Dixon Polling & Research Inc.,9/24/02,625,54,62.735004,2002,0,1,1,-13.92506578,51.19860409,-42,5,337
2002,South Dakota,2002SDJohnson,20024100,Zogby Interactive/JZ Analytics,11/3/02,500,44,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-2,1,220
2002,Colorado,2002COAllard,20020600,Gallup,10/30/02,619,47,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-6,1,290
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,8/20/02,600,46,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-77,7,276
2002,New Mexico,2002NMDomenici,20023102,Mason-Dixon Polling & Research Inc.,10/28/02,405,61,65.02689618,2002,1,0,1,-0.233606744,51.19860409,-8,2,247
2002,Texas,2002TXCornyn,20024302,Anzalone,6/14/02,600,39,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-144,9,234
2002,New Jersey,2002NJForrester,20023002,Research 2000,10/31/02,600,42,43.94761157,2002,1,0,0,7.949128407,51.19860409,-5,1,252
2002,Oregon,2002ORBradbury,20023700,Mellman Group,3/2/02,600,36,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-248,10,216
2002,Illinois,2002ILDurkin,20021300,Research 2000,10/13/02,600,37,38.02006452,2002,1,0,1,5.919465017,51.19860409,-23,4,222
2002,South Dakota,2002SDThune,20024100,Zogby Interactive/JZ Analytics,10/31/02,500,44,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-5,1,220
2002,Oregon,2002ORBradbury,20023700,Grove Insight,11/14/01,600,37,39.60619339,2002,0,1,1,-0.029590606,51.19860409,-356,10,222
2002,Colorado,2002COAllard,20020600,Ciruli Associates,7/14/02,500,46,50.69572242,2002,1,0,1,-4.752802791,51.19860409,-114,8,230
2002,Missouri,2002MOCarnahan,20022500,Research 2000,9/3/02,600,46,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-63,7,276
2002,Texas,2002TXCornyn,20024302,"Normington, Petts & Associates",6/9/02,800,42,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-149,9,336
2002,Rhode Island,2002RITingle,20023902,Brown University,10/19/02,418,14,21.56408342,2002,1,0,0,15.38630283,51.19860409,-17,3,58
2002,Michigan,2002MIRaczkowski,20022202,EPIC-MRA,10/30/02,500,31,37.8854672,2002,1,0,1,2.373126935,51.19860409,-6,1,155
2002,New Mexico,2002NMDomenici,20023102,Research & Polling Inc.,10/28/02,905,65,65.02689618,2002,1,0,1,-0.233606744,51.19860409,-8,2,588
2002,Arkansas,2002ARHutchinson,20020400,Cooper & Secrest,6/17/02,881,41,46.10347045,2002,1,0,1,-3.069298552,51.19860409,-141,9,361
2002,New Hampshire,2002NHSununu,20022900,American Research Group,11/2/02,600,48,50.8188802,2002,1,0,1,-0.934272052,51.19860409,-3,1,288
2002,New Jersey,2002NJLautenberg,20023002,Quinnipiac University,10/2/02,514,49,53.87630621,2002,0,1,1,7.949128407,51.19860409,-34,5,251
2002,Missouri,2002MOCarnahan,20022500,Market Research Institute Inc.,10/23/02,601,41,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-13,3,246
2002,South Dakota,2002SDJohnson,20024100,Mason-Dixon Polling & Research Inc.,9/16/02,805,44,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-50,6,354
2002,Missouri,2002MOCarnahan,20022500,American Viewpoint,6/24/02,600,43,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-134,8,258
2002,Rhode Island,2002RIReed,20023902,Brown University,10/19/02,418,61,78.35599361,2002,0,1,1,15.38630283,51.19860409,-17,3,254
2002,North Carolina,2002NCBowles,20023300,University of North Carolina,10/24/02,560,40,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-12,2,224
2002,Tennessee,2002TNClement,20024202,Ethridge & Associates LLC,10/18/02,819,36,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-18,3,294
2002,Oregon,2002ORSmith,20023700,"Davis, Hibbitts & Midghall Inc.",10/2/02,600,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-34,5,330
2002,New Jersey,2002NJForrester,20023002,Zogby Interactive/JZ Analytics,11/2/02,527,38,43.94761157,2002,1,0,0,7.949128407,51.19860409,-3,1,200
2002,Tennessee,2002TNClement,20024202,"North Star Opinion Research/Ayres, McHenry & Associates",3/14/02,600,33,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-236,10,198
2002,Oregon,2002ORSmith,20023700,"Davis, Hibbitts & Midghall Inc.",10/25/02,608,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-11,2,334
2002,Rhode Island,2002RIReed,20023902,Fleming & Associates,9/12/02,405,73,78.35599361,2002,0,1,1,15.38630283,51.19860409,-54,6,295
2002,South Dakota,2002SDThune,20024100,Anderson Group,7/17/02,400,45,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-111,8,180
2002,New Hampshire,2002NHSununu,20022900,American Research Group,9/30/02,600,55,50.8188802,2002,1,0,1,-0.934272052,51.19860409,-36,5,330
2002,Tennessee,2002TNClement,20024202,"North Star Opinion Research/Ayres, McHenry & Associates",8/14/02,600,39,44.34277204,2002,0,1,1,-2.230799131,51.19860409,-83,7,234
2002,Texas,2002TXCornyn,20024302,Anzalone,8/26/02,600,45,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-71,7,270
2002,Texas,2002TXKirk,20024302,Zogby Interactive/JZ Analytics,10/9/02,600,37,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-27,4,222
2002,New Jersey,2002NJLautenberg,20023002,CBS News/New York Times,10/19/02,746,52,53.87630621,2002,0,1,1,7.949128407,51.19860409,-17,3,387
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,10/9/02,600,41,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-27,4,245
2002,New Hampshire,2002NHSununu,20022900,Greenberg Quinlan Rosner (Democracy Corps),10/15/02,500,43,50.8188802,2002,1,0,1,-0.934272052,51.19860409,-21,4,215
2002,Alabama,2002ALParker,20020100,University of Alabama,10/28/02,600,26,39.82770433,2002,0,1,0,-7.85212658,51.19860409,-8,2,156
2002,New Jersey,2002NJLautenberg,20023002,Rutgers University,9/19/02,547,34,53.87630621,2002,0,1,1,7.949128407,51.19860409,-47,6,185
2002,Texas,2002TXKirk,20024302,American Viewpoint,7/29/02,600,35,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-99,8,210
2002,North Carolina,2002NCBowles,20023300,Voter/Consumer Research,7/23/02,600,29,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-105,8,174
2002,New Jersey,2002NJForrester,20023002,Quinnipiac University,10/2/02,514,45,43.94761157,2002,1,0,0,7.949128407,51.19860409,-34,5,231
2002,Missouri,2002MOCarnahan,20022500,Zogby Interactive/JZ Analytics,4/14/02,600,50,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-205,9,300
2002,New Hampshire,2002NHSununu,20022900,American Research Group,10/20/02,600,48,50.8188802,2002,1,0,1,-0.934272052,51.19860409,-16,3,288
2002,Texas,2002TXKirk,20024302,Zogby Interactive/JZ Analytics,9/17/02,600,30,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-49,6,180
2002,South Dakota,2002SDThune,20024100,Zogby Interactive/JZ Analytics,11/3/02,500,48,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-2,1,240
2002,Texas,2002TXCornyn,20024302,"Normington, Petts & Associates",10/16/02,600,46,55.29987514,2002,1,0,1,-11.22299428,51.19860409,-20,4,276
2002,Alabama,2002ALParker,20020100,Lake Research Partners,9/8/02,500,38,39.82770433,2002,0,1,0,-7.85212658,51.19860409,-58,7,190
2002,North Carolina,2002NCBowles,20023300,Mason-Dixon Polling & Research Inc.,10/11/02,625,40,44.95502494,2002,0,1,0,-6.729713862,51.19860409,-25,4,250
2002,Oregon,2002ORSmith,20023700,Research 2000,10/26/02,802,55,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-10,2,441
2002,Missouri,2002MOCarnahan,20022500,American Viewpoint,10/15/02,600,41,48.66682289,2002,0,1,1,-1.977755578,51.19860409,-21,4,245
2002,Arkansas,2002ARPryor,20020400,Tarrance Group,9/3/02,510,44,53.89652955,2002,0,1,1,-3.069298552,51.19860409,-63,7,224
2002,South Dakota,2002SDThune,20024100,Zogby Interactive/JZ Analytics,10/9/02,500,45,49.46756818,2002,1,0,1,-11.88357394,51.19860409,-27,4,225
2002,South Dakota,2002SDJohnson,20024100,Anderson Group,7/17/02,400,43,49.62282376,2002,0,1,1,-11.88357394,51.19860409,-111,8,172
2002,Oregon,2002ORSmith,20023700,Riley Research Associates,10/14/02,600,52,56.20858556,2002,1,0,1,-0.029590606,51.19860409,-22,4,312
2002,Rhode Island,2002RITingle,20023902,Fleming & Associates,9/12/02,405,14,21.56408342,2002,1,0,0,15.38630283,51.19860409,-54,6,56
2002,Illinois,2002ILDurbin,20021300,Mason-Dixon Polling & Research Inc.,3/14/02,625,52,60.33426722,2002,0,1,1,5.919465017,51.19860409,-236,10,325
2002,New Jersey,2002NJLautenberg,20023002,West Chester University,10/16/02,404,42,53.87630621,2002,0,1,1,7.949128407,51.19860409,-20,4,169
2002,Colorado,2002COStrickland,20020600,Ciruli Associates,7/14/02,500,37,45.76924218,2002,0,1,0,-4.752802791,51.19860409,-114,8,185
2002,Texas,2002TXKirk,20024302,Zogby Interactive/JZ Analytics,10/31/02,600,44,43.32638017,2002,0,1,1,-11.22299428,51.19860409,-5,1,264
2004,Louisiana,2004LAJohn,20041802,Market Research Institute Inc.,10/29/04,600,21,29.33623224,2004,0,1,1,-4.201094359,50.92785496,-4,1,126
2004,Florida,2004FLCastor,20040902,Zogby Interactive/JZ Analytics,10/27/04,599,48,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-6,1,287
2004,Louisiana,2004LAJohn,20041802,Greenberg Quinlan Rosner (Democracy Corps),8/9/04,600,21,29.33623224,2004,0,1,1,-4.201094359,50.92785496,-85,8,126
2004,Louisiana,2004LAJohn,20041802,Market Research Institute Inc.,10/4/04,600,20,29.33623224,2004,0,1,1,-4.201094359,50.92785496,-29,5,120
2004,Florida,2004FLMartinez,20040902,Gallup,10/28/04,1521,46,49.43359892,2004,1,0,0,-0.270053296,50.92785496,-5,1,699
2004,Colorado,2004COCoors,20040602,Mason-Dixon Polling & Research Inc.,10/4/04,625,44,46.53109719,2004,1,0,0,-4.752802791,50.92785496,-29,5,275
2004,Pennsylvania,2004PASpecter,20043802,Strategic Vision LLC,9/13/04,801,52,52.61782247,2004,1,0,1,1.883884888,50.92785496,-50,6,416
2004,Georgia,2004GAIsakson,20041002,Zogby Interactive/JZ Analytics,10/6/04,501,49,58.23845877,2004,1,0,1,-6.250598147,50.92785496,-27,4,245
2004,Florida,2004FLCastor,20040902,Zogby Interactive/JZ Analytics,10/24/04,599,45,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-9,2,269
2004,California,2004CAJones,20040502,SurveyUSA,10/15/04,697,35,37.79814565,2004,1,0,1,5.939060729,50.92785496,-18,3,243
2004,South Carolina,2004SCDeMint,20044002,Global Strategy Group,3/14/04,500,33,53.66614889,2004,1,0,1,-8.408990723,50.92785496,-233,10,165
2004,Louisiana,2004LAJohn,20041802,Greenberg Quinlan Rosner (Democracy Corps),9/20/04,602,24,29.33623224,2004,0,1,1,-4.201094359,50.92785496,-43,6,144
2004,Florida,2004FLMartinez,20040902,Strategic Vision LLC,10/25/04,801,49,49.43359892,2004,1,0,0,-0.270053296,50.92785496,-8,2,392
2004,Arkansas,2004ARLincoln,20040402,SurveyUSA,8/20/04,561,58,55.89777832,2004,0,1,1,-3.069298552,50.92785496,-74,7,325
2004,Pennsylvania,2004PAHoeffel,20043802,Zogby Interactive/JZ Analytics,10/21/04,600,38,41.98744222,2004,0,1,1,1.883884888,50.92785496,-12,2,228
2004,Indiana,2004INScott,20041402,Research 2000,10/10/04,600,27,37.22513449,2004,1,0,0,-8.272307582,50.92785496,-23,4,162
2004,North Carolina,2004NCBurr,20043302,SurveyUSA,8/13/04,586,42,51.59584365,2004,1,0,1,-6.729713862,50.92785496,-81,7,246
2004,Ohio,2004OHVoinovich,20043502,Zogby Interactive/JZ Analytics,10/27/04,600,55,63.85045804,2004,1,0,1,-2.084908102,50.92785496,-6,1,330
2004,Illinois,2004ILKeyes,20041302,Richard Day Research Inc.,10/15/04,828,20,27.04822698,2004,1,0,0,5.919465017,50.92785496,-18,3,165
2004,Florida,2004FLCastor,20040902,Zogby Interactive/JZ Analytics,10/21/04,599,44,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-12,2,263
2004,Florida,2004FLCastor,20040902,SurveyUSA,10/1/04,706,46,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-32,5,324
2004,Indiana,2004INScott,20041402,SurveyUSA,10/3/04,589,28,37.22513449,2004,1,0,0,-8.272307582,50.92785496,-30,5,164
2004,Pennsylvania,2004PASpecter,20043802,Zogby Interactive/JZ Analytics,10/28/04,600,53,52.61782247,2004,1,0,1,1.883884888,50.92785496,-5,1,318
2004,Colorado,2004COSalazar,20040602,Zogby Interactive/JZ Analytics,10/25/04,600,52,51.30060724,2004,0,1,1,-4.752802791,50.92785496,-8,2,312
2004,Colorado,2004COSalazar,20040602,Zogby Interactive/JZ Analytics,10/22/04,600,50,51.30060724,2004,0,1,1,-4.752802791,50.92785496,-11,2,300
2004,Missouri,2004MOFarmer,20042502,Research 2000,7/20/04,800,39,42.79707893,2004,0,1,0,-1.977755578,50.92785496,-105,8,312
2004,Ohio,2004OHVoinovich,20043502,Zogby Interactive/JZ Analytics,10/28/04,602,57,63.85045804,2004,1,0,1,-2.084908102,50.92785496,-5,1,343
2004,Pennsylvania,2004PAHoeffel,20043802,Strategic Vision LLC,10/29/04,801,33,41.98744222,2004,0,1,1,1.883884888,50.92785496,-4,1,264
2004,New York,2004NYSchumer,20043202,Marist College,10/25/04,817,72,71.16086754,2004,0,1,1,12.82182101,50.92785496,-8,2,588
2004,Ohio,2004OHVoinovich,20043502,Zogby Interactive/JZ Analytics,10/21/04,600,58,63.85045804,2004,1,0,1,-2.084908102,50.92785496,-12,2,348
2004,Florida,2004FLMartinez,20040902,Strategic Vision LLC,10/29/04,801,49,49.43359892,2004,1,0,0,-0.270053296,50.92785496,-4,1,392
2004,Louisiana,2004LAVitter,20041802,Ed Renwick/Loyola University New Orleans,12/1/03,750,15,51.02734982,2004,1,0,1,-4.201094359,50.92785496,-337,10,112
2004,Florida,2004FLCastor,20040902,Zogby Interactive/JZ Analytics,10/22/04,599,47,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-11,2,281
2004,Pennsylvania,2004PAHoeffel,20043802,Strategic Vision LLC,10/9/04,801,33,41.98744222,2004,0,1,1,1.883884888,50.92785496,-24,4,264
2004,Pennsylvania,2004PASpecter,20043802,"Normington, Petts & Associates",12/3/03,600,53,52.61782247,2004,1,0,1,1.883884888,50.92785496,-335,10,318
2004,Colorado,2004COSalazar,20040602,Zogby Interactive/JZ Analytics,10/21/04,600,51,51.30060724,2004,0,1,1,-4.752802791,50.92785496,-12,2,306
2004,Missouri,2004MOFarmer,20042502,Decision Research,2/14/04,800,38,42.79707893,2004,0,1,0,-1.977755578,50.92785496,-262,10,304
2004,Colorado,2004COSalazar,20040602,Zogby Interactive/JZ Analytics,10/23/04,600,53,51.30060724,2004,0,1,1,-4.752802791,50.92785496,-10,2,318
2004,North Carolina,2004NCBurr,20043302,Mason-Dixon Polling & Research Inc.,10/25/04,625,46,51.59584365,2004,1,0,1,-6.729713862,50.92785496,-8,2,287
2004,North Carolina,2004NCBurr,20043302,Research 2000,1/14/04,600,40,51.59584365,2004,1,0,1,-6.729713862,50.92785496,-293,10,240
2004,Wisconsin,2004WIFeingold,20044902,Zogby Interactive/JZ Analytics,10/25/04,601,57,55.35048308,2004,0,1,1,-0.149679407,50.92785496,-8,2,342
2004,Iowa,2004IASmall,20041502,Zogby Interactive/JZ Analytics,10/21/04,600,25,27.87704127,2004,0,1,1,-0.099577479,50.92785496,-12,2,150
2004,Pennsylvania,2004PASpecter,20043802,West Chester University,10/24/04,684,53,52.61782247,2004,1,0,1,1.883884888,50.92785496,-9,2,362
2004,Florida,2004FLCastor,20040902,SurveyUSA,9/12/04,602,49,48.32102585,2004,0,1,1,-0.270053296,50.92785496,-51,6,294
2004,Wisconsin,2004WIMichels,20044902,Fox News/Opinion Dynamics Corp.,10/30/04,700,42,44.11174126,2004,1,0,0,-0.149679407,50.92785496,-3,1,294
